"AGEGROUP","SEX","MUNTY","POPULATION","REGION","PROVINCE","DISTRICT","CD_REFNIS"
"70-79","M","Meulebeke",458,"Flanders","West-Vlaanderen","Tielt",37007
"80-89","M","Meulebeke",223,"Flanders","West-Vlaanderen","Tielt",37007
"90+","M","Meulebeke",40,"Flanders","West-Vlaanderen","Tielt",37007
"All","M","Meulebeke",5450,"Flanders","West-Vlaanderen","Tielt",37007
"0-9","All","Meulebeke",1019,"Flanders","West-Vlaanderen","Tielt",37007
"10-19","All","Meulebeke",1118,"Flanders","West-Vlaanderen","Tielt",37007
"20-29","All","Meulebeke",1297,"Flanders","West-Vlaanderen","Tielt",37007
"30-39","All","Meulebeke",1328,"Flanders","West-Vlaanderen","Tielt",37007
"40-49","All","Meulebeke",1373,"Flanders","West-Vlaanderen","Tielt",37007
"50-59","All","Meulebeke",1681,"Flanders","West-Vlaanderen","Tielt",37007
"60-69","All","Meulebeke",1333,"Flanders","West-Vlaanderen","Tielt",37007
"70-79","All","Meulebeke",974,"Flanders","West-Vlaanderen","Tielt",37007
"80-89","All","Meulebeke",582,"Flanders","West-Vlaanderen","Tielt",37007
"90+","All","Meulebeke",128,"Flanders","West-Vlaanderen","Tielt",37007
"All","All","Meulebeke",10833,"Flanders","West-Vlaanderen","Tielt",37007
"0-9","F","Middelkerke",578,"Flanders","West-Vlaanderen","Oostende",35011
"10-19","F","Middelkerke",767,"Flanders","West-Vlaanderen","Oostende",35011
"20-29","F","Middelkerke",774,"Flanders","West-Vlaanderen","Oostende",35011
"30-39","F","Middelkerke",790,"Flanders","West-Vlaanderen","Oostende",35011
"40-49","F","Middelkerke",964,"Flanders","West-Vlaanderen","Oostende",35011
"50-59","F","Middelkerke",1556,"Flanders","West-Vlaanderen","Oostende",35011
"60-69","F","Middelkerke",1776,"Flanders","West-Vlaanderen","Oostende",35011
"70-79","F","Middelkerke",1578,"Flanders","West-Vlaanderen","Oostende",35011
"80-89","F","Middelkerke",869,"Flanders","West-Vlaanderen","Oostende",35011
"90+","F","Middelkerke",199,"Flanders","West-Vlaanderen","Oostende",35011
"All","F","Middelkerke",9851,"Flanders","West-Vlaanderen","Oostende",35011
"0-9","M","Middelkerke",659,"Flanders","West-Vlaanderen","Oostende",35011
"10-19","M","Middelkerke",729,"Flanders","West-Vlaanderen","Oostende",35011
"20-29","M","Middelkerke",867,"Flanders","West-Vlaanderen","Oostende",35011
"30-39","M","Middelkerke",871,"Flanders","West-Vlaanderen","Oostende",35011
"40-49","M","Middelkerke",999,"Flanders","West-Vlaanderen","Oostende",35011
"50-59","M","Middelkerke",1580,"Flanders","West-Vlaanderen","Oostende",35011
"60-69","M","Middelkerke",1807,"Flanders","West-Vlaanderen","Oostende",35011
"70-79","M","Middelkerke",1454,"Flanders","West-Vlaanderen","Oostende",35011
"80-89","M","Middelkerke",655,"Flanders","West-Vlaanderen","Oostende",35011
"90+","M","Middelkerke",106,"Flanders","West-Vlaanderen","Oostende",35011
"All","M","Middelkerke",9727,"Flanders","West-Vlaanderen","Oostende",35011
"0-9","All","Middelkerke",1237,"Flanders","West-Vlaanderen","Oostende",35011
"10-19","All","Middelkerke",1496,"Flanders","West-Vlaanderen","Oostende",35011
"20-29","All","Middelkerke",1641,"Flanders","West-Vlaanderen","Oostende",35011
"30-39","All","Middelkerke",1661,"Flanders","West-Vlaanderen","Oostende",35011
"40-49","All","Middelkerke",1963,"Flanders","West-Vlaanderen","Oostende",35011
"50-59","All","Middelkerke",3136,"Flanders","West-Vlaanderen","Oostende",35011
"60-69","All","Middelkerke",3583,"Flanders","West-Vlaanderen","Oostende",35011
"70-79","All","Middelkerke",3032,"Flanders","West-Vlaanderen","Oostende",35011
"80-89","All","Middelkerke",1524,"Flanders","West-Vlaanderen","Oostende",35011
"90+","All","Middelkerke",305,"Flanders","West-Vlaanderen","Oostende",35011
"All","All","Middelkerke",19578,"Flanders","West-Vlaanderen","Oostende",35011
"0-9","F","Modave",225,"Wallonia","Liège","Huy",61041
"10-19","F","Modave",261,"Wallonia","Liège","Huy",61041
"20-29","F","Modave",238,"Wallonia","Liège","Huy",61041
"30-39","F","Modave",294,"Wallonia","Liège","Huy",61041
"40-49","F","Modave",286,"Wallonia","Liège","Huy",61041
"50-59","F","Modave",293,"Wallonia","Liège","Huy",61041
"60-69","F","Modave",263,"Wallonia","Liège","Huy",61041
"70-79","F","Modave",149,"Wallonia","Liège","Huy",61041
"80-89","F","Modave",78,"Wallonia","Liège","Huy",61041
"90+","F","Modave",11,"Wallonia","Liège","Huy",61041
"All","F","Modave",2098,"Wallonia","Liège","Huy",61041
"0-9","M","Modave",246,"Wallonia","Liège","Huy",61041
"10-19","M","Modave",257,"Wallonia","Liège","Huy",61041
"20-29","M","Modave",239,"Wallonia","Liège","Huy",61041
"30-39","M","Modave",314,"Wallonia","Liège","Huy",61041
"40-49","M","Modave",268,"Wallonia","Liège","Huy",61041
"50-59","M","Modave",317,"Wallonia","Liège","Huy",61041
"60-69","M","Modave",290,"Wallonia","Liège","Huy",61041
"70-79","M","Modave",128,"Wallonia","Liège","Huy",61041
"80-89","M","Modave",54,"Wallonia","Liège","Huy",61041
"90+","M","Modave",8,"Wallonia","Liège","Huy",61041
"All","M","Modave",2121,"Wallonia","Liège","Huy",61041
"0-9","All","Modave",471,"Wallonia","Liège","Huy",61041
"10-19","All","Modave",518,"Wallonia","Liège","Huy",61041
"20-29","All","Modave",477,"Wallonia","Liège","Huy",61041
"30-39","All","Modave",608,"Wallonia","Liège","Huy",61041
"40-49","All","Modave",554,"Wallonia","Liège","Huy",61041
"50-59","All","Modave",610,"Wallonia","Liège","Huy",61041
"60-69","All","Modave",553,"Wallonia","Liège","Huy",61041
"70-79","All","Modave",277,"Wallonia","Liège","Huy",61041
"80-89","All","Modave",132,"Wallonia","Liège","Huy",61041
"90+","All","Modave",19,"Wallonia","Liège","Huy",61041
"All","All","Modave",4219,"Wallonia","Liège","Huy",61041
"0-9","F","Moerbeke (Gent)",342,"Flanders","Oost-Vlaanderen","Gent",44045
"10-19","F","Moerbeke (Gent)",388,"Flanders","Oost-Vlaanderen","Gent",44045
"20-29","F","Moerbeke (Gent)",338,"Flanders","Oost-Vlaanderen","Gent",44045
"30-39","F","Moerbeke (Gent)",454,"Flanders","Oost-Vlaanderen","Gent",44045
"40-49","F","Moerbeke (Gent)",436,"Flanders","Oost-Vlaanderen","Gent",44045
"50-59","F","Moerbeke (Gent)",444,"Flanders","Oost-Vlaanderen","Gent",44045
"60-69","F","Moerbeke (Gent)",410,"Flanders","Oost-Vlaanderen","Gent",44045
"70-79","F","Moerbeke (Gent)",280,"Flanders","Oost-Vlaanderen","Gent",44045
"80-89","F","Moerbeke (Gent)",166,"Flanders","Oost-Vlaanderen","Gent",44045
"90+","F","Moerbeke (Gent)",39,"Flanders","Oost-Vlaanderen","Gent",44045
"All","F","Moerbeke (Gent)",3297,"Flanders","Oost-Vlaanderen","Gent",44045
"0-9","M","Moerbeke (Gent)",346,"Flanders","Oost-Vlaanderen","Gent",44045
"10-19","M","Moerbeke (Gent)",398,"Flanders","Oost-Vlaanderen","Gent",44045
"20-29","M","Moerbeke (Gent)",359,"Flanders","Oost-Vlaanderen","Gent",44045
"30-39","M","Moerbeke (Gent)",422,"Flanders","Oost-Vlaanderen","Gent",44045
"40-49","M","Moerbeke (Gent)",480,"Flanders","Oost-Vlaanderen","Gent",44045
"50-59","M","Moerbeke (Gent)",449,"Flanders","Oost-Vlaanderen","Gent",44045
"60-69","M","Moerbeke (Gent)",407,"Flanders","Oost-Vlaanderen","Gent",44045
"70-79","M","Moerbeke (Gent)",271,"Flanders","Oost-Vlaanderen","Gent",44045
"80-89","M","Moerbeke (Gent)",120,"Flanders","Oost-Vlaanderen","Gent",44045
"90+","M","Moerbeke (Gent)",21,"Flanders","Oost-Vlaanderen","Gent",44045
"All","M","Moerbeke (Gent)",3273,"Flanders","Oost-Vlaanderen","Gent",44045
"0-9","All","Moerbeke (Gent)",688,"Flanders","Oost-Vlaanderen","Gent",44045
"10-19","All","Moerbeke (Gent)",786,"Flanders","Oost-Vlaanderen","Gent",44045
"20-29","All","Moerbeke (Gent)",697,"Flanders","Oost-Vlaanderen","Gent",44045
"30-39","All","Moerbeke (Gent)",876,"Flanders","Oost-Vlaanderen","Gent",44045
"40-49","All","Moerbeke (Gent)",916,"Flanders","Oost-Vlaanderen","Gent",44045
"50-59","All","Moerbeke (Gent)",893,"Flanders","Oost-Vlaanderen","Gent",44045
"60-69","All","Moerbeke (Gent)",817,"Flanders","Oost-Vlaanderen","Gent",44045
"70-79","All","Moerbeke (Gent)",551,"Flanders","Oost-Vlaanderen","Gent",44045
"80-89","All","Moerbeke (Gent)",286,"Flanders","Oost-Vlaanderen","Gent",44045
"90+","All","Moerbeke (Gent)",60,"Flanders","Oost-Vlaanderen","Gent",44045
"All","All","Moerbeke (Gent)",6570,"Flanders","Oost-Vlaanderen","Gent",44045
"0-9","F","Mol",1845,"Flanders","Antwerpen","Turnhout",13025
"10-19","F","Mol",1881,"Flanders","Antwerpen","Turnhout",13025
"20-29","F","Mol",1970,"Flanders","Antwerpen","Turnhout",13025
"30-39","F","Mol",2371,"Flanders","Antwerpen","Turnhout",13025
"40-49","F","Mol",2381,"Flanders","Antwerpen","Turnhout",13025
"50-59","F","Mol",2760,"Flanders","Antwerpen","Turnhout",13025
"60-69","F","Mol",2359,"Flanders","Antwerpen","Turnhout",13025
"70-79","F","Mol",1659,"Flanders","Antwerpen","Turnhout",13025
"80-89","F","Mol",1142,"Flanders","Antwerpen","Turnhout",13025
"90+","F","Mol",238,"Flanders","Antwerpen","Turnhout",13025
"All","F","Mol",18606,"Flanders","Antwerpen","Turnhout",13025
"0-9","M","Mol",1978,"Flanders","Antwerpen","Turnhout",13025
"10-19","M","Mol",2023,"Flanders","Antwerpen","Turnhout",13025
"20-29","M","Mol",2013,"Flanders","Antwerpen","Turnhout",13025
"30-39","M","Mol",2271,"Flanders","Antwerpen","Turnhout",13025
"40-49","M","Mol",2380,"Flanders","Antwerpen","Turnhout",13025
"50-59","M","Mol",2864,"Flanders","Antwerpen","Turnhout",13025
"60-69","M","Mol",2422,"Flanders","Antwerpen","Turnhout",13025
"70-79","M","Mol",1559,"Flanders","Antwerpen","Turnhout",13025
"80-89","M","Mol",805,"Flanders","Antwerpen","Turnhout",13025
"90+","M","Mol",101,"Flanders","Antwerpen","Turnhout",13025
"All","M","Mol",18416,"Flanders","Antwerpen","Turnhout",13025
"0-9","All","Mol",3823,"Flanders","Antwerpen","Turnhout",13025
"10-19","All","Mol",3904,"Flanders","Antwerpen","Turnhout",13025
"20-29","All","Mol",3983,"Flanders","Antwerpen","Turnhout",13025
"30-39","All","Mol",4642,"Flanders","Antwerpen","Turnhout",13025
"40-49","All","Mol",4761,"Flanders","Antwerpen","Turnhout",13025
"50-59","All","Mol",5624,"Flanders","Antwerpen","Turnhout",13025
"60-69","All","Mol",4781,"Flanders","Antwerpen","Turnhout",13025
"70-79","All","Mol",3218,"Flanders","Antwerpen","Turnhout",13025
"80-89","All","Mol",1947,"Flanders","Antwerpen","Turnhout",13025
"90+","All","Mol",339,"Flanders","Antwerpen","Turnhout",13025
"All","All","Mol",37022,"Flanders","Antwerpen","Turnhout",13025
"0-9","F","Momignies",299,"Wallonia","Hainaut","Thuin",56051
"10-19","F","Momignies",334,"Wallonia","Hainaut","Thuin",56051
"20-29","F","Momignies",303,"Wallonia","Hainaut","Thuin",56051
"30-39","F","Momignies",295,"Wallonia","Hainaut","Thuin",56051
"40-49","F","Momignies",291,"Wallonia","Hainaut","Thuin",56051
"50-59","F","Momignies",378,"Wallonia","Hainaut","Thuin",56051
"60-69","F","Momignies",343,"Wallonia","Hainaut","Thuin",56051
"70-79","F","Momignies",235,"Wallonia","Hainaut","Thuin",56051
"80-89","F","Momignies",153,"Wallonia","Hainaut","Thuin",56051
"90+","F","Momignies",24,"Wallonia","Hainaut","Thuin",56051
"All","F","Momignies",2655,"Wallonia","Hainaut","Thuin",56051
"0-9","M","Momignies",324,"Wallonia","Hainaut","Thuin",56051
"10-19","M","Momignies",368,"Wallonia","Hainaut","Thuin",56051
"20-29","M","Momignies",343,"Wallonia","Hainaut","Thuin",56051
"30-39","M","Momignies",316,"Wallonia","Hainaut","Thuin",56051
"40-49","M","Momignies",306,"Wallonia","Hainaut","Thuin",56051
"50-59","M","Momignies",402,"Wallonia","Hainaut","Thuin",56051
"60-69","M","Momignies",329,"Wallonia","Hainaut","Thuin",56051
"70-79","M","Momignies",204,"Wallonia","Hainaut","Thuin",56051
"80-89","M","Momignies",80,"Wallonia","Hainaut","Thuin",56051
"90+","M","Momignies",18,"Wallonia","Hainaut","Thuin",56051
"All","M","Momignies",2690,"Wallonia","Hainaut","Thuin",56051
"0-9","All","Momignies",623,"Wallonia","Hainaut","Thuin",56051
"10-19","All","Momignies",702,"Wallonia","Hainaut","Thuin",56051
"20-29","All","Momignies",646,"Wallonia","Hainaut","Thuin",56051
"30-39","All","Momignies",611,"Wallonia","Hainaut","Thuin",56051
"40-49","All","Momignies",597,"Wallonia","Hainaut","Thuin",56051
"50-59","All","Momignies",780,"Wallonia","Hainaut","Thuin",56051
"60-69","All","Momignies",672,"Wallonia","Hainaut","Thuin",56051
"70-79","All","Momignies",439,"Wallonia","Hainaut","Thuin",56051
"80-89","All","Momignies",233,"Wallonia","Hainaut","Thuin",56051
"90+","All","Momignies",42,"Wallonia","Hainaut","Thuin",56051
"All","All","Momignies",5345,"Wallonia","Hainaut","Thuin",56051
"0-9","F","Mons",5059,"Wallonia","Hainaut","Mons",53053
"10-19","F","Mons",5258,"Wallonia","Hainaut","Mons",53053
"20-29","F","Mons",6307,"Wallonia","Hainaut","Mons",53053
"30-39","F","Mons",6332,"Wallonia","Hainaut","Mons",53053
"40-49","F","Mons",6422,"Wallonia","Hainaut","Mons",53053
"50-59","F","Mons",6262,"Wallonia","Hainaut","Mons",53053
"60-69","F","Mons",6083,"Wallonia","Hainaut","Mons",53053
"70-79","F","Mons",4278,"Wallonia","Hainaut","Mons",53053
"80-89","F","Mons",2477,"Wallonia","Hainaut","Mons",53053
"90+","F","Mons",727,"Wallonia","Hainaut","Mons",53053
"All","F","Mons",49205,"Wallonia","Hainaut","Mons",53053
"0-9","M","Mons",5353,"Wallonia","Hainaut","Mons",53053
"10-19","M","Mons",5510,"Wallonia","Hainaut","Mons",53053
"20-29","M","Mons",6626,"Wallonia","Hainaut","Mons",53053
"30-39","M","Mons",6592,"Wallonia","Hainaut","Mons",53053
"40-49","M","Mons",6574,"Wallonia","Hainaut","Mons",53053
"50-59","M","Mons",6210,"Wallonia","Hainaut","Mons",53053
"60-69","M","Mons",5107,"Wallonia","Hainaut","Mons",53053
"70-79","M","Mons",3194,"Wallonia","Hainaut","Mons",53053
"80-89","M","Mons",1297,"Wallonia","Hainaut","Mons",53053
"90+","M","Mons",219,"Wallonia","Hainaut","Mons",53053
"All","M","Mons",46682,"Wallonia","Hainaut","Mons",53053
"0-9","All","Mons",10412,"Wallonia","Hainaut","Mons",53053
"10-19","All","Mons",10768,"Wallonia","Hainaut","Mons",53053
"20-29","All","Mons",12933,"Wallonia","Hainaut","Mons",53053
"30-39","All","Mons",12924,"Wallonia","Hainaut","Mons",53053
"40-49","All","Mons",12996,"Wallonia","Hainaut","Mons",53053
"50-59","All","Mons",12472,"Wallonia","Hainaut","Mons",53053
"60-69","All","Mons",11190,"Wallonia","Hainaut","Mons",53053
"70-79","All","Mons",7472,"Wallonia","Hainaut","Mons",53053
"80-89","All","Mons",3774,"Wallonia","Hainaut","Mons",53053
"90+","All","Mons",946,"Wallonia","Hainaut","Mons",53053
"All","All","Mons",95887,"Wallonia","Hainaut","Mons",53053
"0-9","F","Mont-de-l’Enclus",189,"Wallonia","Hainaut","Tournai-Mouscron",57095
"10-19","F","Mont-de-l’Enclus",237,"Wallonia","Hainaut","Tournai-Mouscron",57095
"20-29","F","Mont-de-l’Enclus",190,"Wallonia","Hainaut","Tournai-Mouscron",57095
"30-39","F","Mont-de-l’Enclus",229,"Wallonia","Hainaut","Tournai-Mouscron",57095
"40-49","F","Mont-de-l’Enclus",288,"Wallonia","Hainaut","Tournai-Mouscron",57095
"50-59","F","Mont-de-l’Enclus",258,"Wallonia","Hainaut","Tournai-Mouscron",57095
"60-69","F","Mont-de-l’Enclus",210,"Wallonia","Hainaut","Tournai-Mouscron",57095
"70-79","F","Mont-de-l’Enclus",143,"Wallonia","Hainaut","Tournai-Mouscron",57095
"80-89","F","Mont-de-l’Enclus",107,"Wallonia","Hainaut","Tournai-Mouscron",57095
"90+","F","Mont-de-l’Enclus",23,"Wallonia","Hainaut","Tournai-Mouscron",57095
"All","F","Mont-de-l’Enclus",1874,"Wallonia","Hainaut","Tournai-Mouscron",57095
"0-9","M","Mont-de-l’Enclus",228,"Wallonia","Hainaut","Tournai-Mouscron",57095
"10-19","M","Mont-de-l’Enclus",241,"Wallonia","Hainaut","Tournai-Mouscron",57095
"20-29","M","Mont-de-l’Enclus",204,"Wallonia","Hainaut","Tournai-Mouscron",57095
"30-39","M","Mont-de-l’Enclus",233,"Wallonia","Hainaut","Tournai-Mouscron",57095
"40-49","M","Mont-de-l’Enclus",302,"Wallonia","Hainaut","Tournai-Mouscron",57095
"50-59","M","Mont-de-l’Enclus",286,"Wallonia","Hainaut","Tournai-Mouscron",57095
"60-69","M","Mont-de-l’Enclus",223,"Wallonia","Hainaut","Tournai-Mouscron",57095
"70-79","M","Mont-de-l’Enclus",129,"Wallonia","Hainaut","Tournai-Mouscron",57095
"80-89","M","Mont-de-l’Enclus",58,"Wallonia","Hainaut","Tournai-Mouscron",57095
"90+","M","Mont-de-l’Enclus",11,"Wallonia","Hainaut","Tournai-Mouscron",57095
"All","M","Mont-de-l’Enclus",1915,"Wallonia","Hainaut","Tournai-Mouscron",57095
"0-9","All","Mont-de-l’Enclus",417,"Wallonia","Hainaut","Tournai-Mouscron",57095
"10-19","All","Mont-de-l’Enclus",478,"Wallonia","Hainaut","Tournai-Mouscron",57095
"20-29","All","Mont-de-l’Enclus",394,"Wallonia","Hainaut","Tournai-Mouscron",57095
"30-39","All","Mont-de-l’Enclus",462,"Wallonia","Hainaut","Tournai-Mouscron",57095
"40-49","All","Mont-de-l’Enclus",590,"Wallonia","Hainaut","Tournai-Mouscron",57095
"50-59","All","Mont-de-l’Enclus",544,"Wallonia","Hainaut","Tournai-Mouscron",57095
"60-69","All","Mont-de-l’Enclus",433,"Wallonia","Hainaut","Tournai-Mouscron",57095
"70-79","All","Mont-de-l’Enclus",272,"Wallonia","Hainaut","Tournai-Mouscron",57095
"80-89","All","Mont-de-l’Enclus",165,"Wallonia","Hainaut","Tournai-Mouscron",57095
"90+","All","Mont-de-l’Enclus",34,"Wallonia","Hainaut","Tournai-Mouscron",57095
"All","All","Mont-de-l’Enclus",3789,"Wallonia","Hainaut","Tournai-Mouscron",57095
"0-9","F","Mont-Saint-Guibert",462,"Wallonia","Brabant wallon","Nivelles",25068
"10-19","F","Mont-Saint-Guibert",475,"Wallonia","Brabant wallon","Nivelles",25068
"20-29","F","Mont-Saint-Guibert",505,"Wallonia","Brabant wallon","Nivelles",25068
"30-39","F","Mont-Saint-Guibert",530,"Wallonia","Brabant wallon","Nivelles",25068
"40-49","F","Mont-Saint-Guibert",554,"Wallonia","Brabant wallon","Nivelles",25068
"50-59","F","Mont-Saint-Guibert",515,"Wallonia","Brabant wallon","Nivelles",25068
"60-69","F","Mont-Saint-Guibert",443,"Wallonia","Brabant wallon","Nivelles",25068
"70-79","F","Mont-Saint-Guibert",288,"Wallonia","Brabant wallon","Nivelles",25068
"80-89","F","Mont-Saint-Guibert",152,"Wallonia","Brabant wallon","Nivelles",25068
"90+","F","Mont-Saint-Guibert",67,"Wallonia","Brabant wallon","Nivelles",25068
"All","F","Mont-Saint-Guibert",3991,"Wallonia","Brabant wallon","Nivelles",25068
"0-9","M","Mont-Saint-Guibert",476,"Wallonia","Brabant wallon","Nivelles",25068
"10-19","M","Mont-Saint-Guibert",535,"Wallonia","Brabant wallon","Nivelles",25068
"20-29","M","Mont-Saint-Guibert",574,"Wallonia","Brabant wallon","Nivelles",25068
"30-39","M","Mont-Saint-Guibert",511,"Wallonia","Brabant wallon","Nivelles",25068
"40-49","M","Mont-Saint-Guibert",522,"Wallonia","Brabant wallon","Nivelles",25068
"50-59","M","Mont-Saint-Guibert",523,"Wallonia","Brabant wallon","Nivelles",25068
"60-69","M","Mont-Saint-Guibert",416,"Wallonia","Brabant wallon","Nivelles",25068
"70-79","M","Mont-Saint-Guibert",238,"Wallonia","Brabant wallon","Nivelles",25068
"80-89","M","Mont-Saint-Guibert",94,"Wallonia","Brabant wallon","Nivelles",25068
"90+","M","Mont-Saint-Guibert",16,"Wallonia","Brabant wallon","Nivelles",25068
"All","M","Mont-Saint-Guibert",3905,"Wallonia","Brabant wallon","Nivelles",25068
"0-9","All","Mont-Saint-Guibert",938,"Wallonia","Brabant wallon","Nivelles",25068
"10-19","All","Mont-Saint-Guibert",1010,"Wallonia","Brabant wallon","Nivelles",25068
"20-29","All","Mont-Saint-Guibert",1079,"Wallonia","Brabant wallon","Nivelles",25068
"30-39","All","Mont-Saint-Guibert",1041,"Wallonia","Brabant wallon","Nivelles",25068
"40-49","All","Mont-Saint-Guibert",1076,"Wallonia","Brabant wallon","Nivelles",25068
"50-59","All","Mont-Saint-Guibert",1038,"Wallonia","Brabant wallon","Nivelles",25068
"60-69","All","Mont-Saint-Guibert",859,"Wallonia","Brabant wallon","Nivelles",25068
"70-79","All","Mont-Saint-Guibert",526,"Wallonia","Brabant wallon","Nivelles",25068
"80-89","All","Mont-Saint-Guibert",246,"Wallonia","Brabant wallon","Nivelles",25068
"90+","All","Mont-Saint-Guibert",83,"Wallonia","Brabant wallon","Nivelles",25068
"All","All","Mont-Saint-Guibert",7896,"Wallonia","Brabant wallon","Nivelles",25068
"0-9","F","Montigny-le-Tilleul",478,"Wallonia","Hainaut","Charleroi",52048
"10-19","F","Montigny-le-Tilleul",493,"Wallonia","Hainaut","Charleroi",52048
"20-29","F","Montigny-le-Tilleul",534,"Wallonia","Hainaut","Charleroi",52048
"30-39","F","Montigny-le-Tilleul",602,"Wallonia","Hainaut","Charleroi",52048
"40-49","F","Montigny-le-Tilleul",652,"Wallonia","Hainaut","Charleroi",52048
"50-59","F","Montigny-le-Tilleul",761,"Wallonia","Hainaut","Charleroi",52048
"60-69","F","Montigny-le-Tilleul",767,"Wallonia","Hainaut","Charleroi",52048
"70-79","F","Montigny-le-Tilleul",568,"Wallonia","Hainaut","Charleroi",52048
"80-89","F","Montigny-le-Tilleul",400,"Wallonia","Hainaut","Charleroi",52048
